,평점,일시,감상평
1827,10,2019.06.23 06:04,생각없이 보러갔다가 정말 감명깊게 보고나왔어요   노래도 좋고 디즈니스러운 개그도 어색하지않고 좋았어요
1828,10,2019.06.23 05:10,처음부터 끝까지 감동적이였다..
1829,10,2019.06.21 11:56,아 알라딘 세 번 봤는데 여전히 참 좋다 엉덩이 배겨서 더이상은 못 보겠지만 자꾸 생각나서 클릭하고 들어옴
1830,10,2019.06.18 15:44,기생충보다재밌다 진짜 졸라재밌다 담달에 중동 가는 비행기 예약한다 끝나고 엘리베이터 타는 길에 아빠한테 기생충보다 재밌지? 라고 하니까 아줌마들이 오이 맞네~~ 기생충보다 재밌네~~~~ 하면서 쿵짝쿵짝해줌
1831,10,2019.07.23 14:49,인생에서 한번은 꼭 봐야할 영화
1832,10,2019.07.20 01:11,진짜 저의 인생영화에요 영화관에서 한번 본 영화는 다시 보지 않는다는 제 신조를 깬 영화입니다 진짜 여러분 알라딘 오조오억번 보세요 ㅜㅜㅜ
1833,10,2019.07.15 03:27,진심 내인생에서 처음으로 2번볼까 심각하게 고민하게하는 영화
1834,10,2019.07.06 02:14,쟈스민이 너무 예뻐서 눈을 못떼겠다
1835,5,2019.05.26 18:29,호불호 갈릴듯 개인적으론 별로였네요
1836,1,2019.08.13 05:31," 평점 너무 높아서 보정하기 위해 1점 준다, 전개가 상당히 매끄럽지 않은 부분들이 많았다, 하지만 어린이 영화인 것을 감안하면 꽤 재밌는 영화이다. 나도 디즈니/픽사 등의 영화를 좋아하지만, 이번 알라딘은 8.5점이 딱이다 ㅇㅇ "
1837,1,2019.07.01 23:55,만화로도 충분히 재밌었는데 자스민 설정 너무 개억지스럽다 디즈니도 뭐 묻고나서 이상해지네
1838,1,2019.07.01 05:07,만화가 더 재미있는것 같어
1839,1,2019.08.09 23:55,이제 나이를 많이 먹어서 그런지 감흥이 안생긴다.  어디서 재미를 느껴야 하는 걸까.. 피보 브라이슨의 홀뉴월드나 다시 들어야겠다.
1840,1,2019.08.10 09:50,엉성하고 진부하기 짝이없는 스토리에 유치뽕짝. 노래빼곤 건질게 없는 영화임
1841,10,2020.05.27 10:53,"나오미 스콧 완전 예쁘지 않나요??저 완전 팬됬어요^^naomi scott, i love you"
1842,10,2020.01.28 00:39,영화관에서 안 본 제가 죄인입니다.. 오늘 두시간 내내 미친듯이 집중해서 봤네요 와....뭐지 이 영화..? 재개봉 존버타겠씁니다
1843,9,2019.12.28 13:46,다 커서 명작을 볼 때면 늘 놀라는 것이 많다
1844,9,2019.10.04 12:34,윌스미스 멋있었어요~
1845,10,2019.09.18 11:40,박평식 진짜 나대지좀마 . 지가 영화를 알면 또 얼마나 안다고 깝쭉돼? ㅋㅋ
1846,9,2019.08.31 10:54,세상 힙한 지니와 매력적인 자스민
1847,9,2019.08.26 13:14,5살아이도 너무 잘봤습니다
1848,9,2019.08.24 22:11,뮤지컬보는거같아서재밌다
1849,8,2019.08.24 19:42,노래 연기 신선했고 윌스미스만이 알라딘 연기를 소화할수있지않을까 싶음 ㅋㅋ
1850,8,2019.08.24 19:10,한편의 뮤지컬을 보는듯 굿~~~
1851,8,2019.08.23 11:15,재밌었어요 노래도 좋고
1852,9,2019.08.20 09:23,올만에 추억에 잠기게 하는 디즈니
1853,8,2019.08.15 23:51,딸과 같이 봤는데 아직까지 노래가 기억에 남아요
1854,9,2019.08.15 13:16,윌 스미스를 좋아하는데 이번에 알라딘에서 보아서 좋았습니다. 전에 행복을찾아서와 비슷한 메세지인듯합니다. 여배우의 진지한연기와 윌스미스가 마치 주연인듯하였습니다. 2시간여의 시간인데 좀더 압축하고 메인에 집중하였으면 하였습니다. 
1855,7,2019.08.13 19:51,매력적인 자스민 하나로 설명 끝
1856,9,2019.08.13 16:30,"ost, 실사, 연기력.... 뭐 하나 흠잡을데가 없네요"
1857,8,2019.08.13 14:03,아이랑 재미있게 봤어요. 한국어 더빙이라 아쉬웠지만...
1858,8,2019.08.13 13:35,"아는  스토리, 뻔한 스토리, 그럼에도 늘 기대되는 스토리, 믿고 보는 윌스미스, 기대만큼 돌려받은 영화."
1859,8,2019.08.13 13:17,처음 나온 노래가 넘나 좋음ㅋㅋ
1860,9,2019.08.13 11:32,실사가 트랜드네요. 아이와 재밌게 봤습니다.
1861,9,2019.08.13 11:13,알라딘 넘나 재밌어서 두번봄
1862,8,2019.08.13 10:31,참 재미있었다. ㅎㅎㅎㅎ.
1863,9,2019.08.13 10:10,재미있고 유쾌한 영화 현실감은 제로 ㅎ
1864,9,2019.08.13 09:58,윌스미스 장면은 한번 더 보고 싶네요.
1865,8,2019.08.13 00:03,줫내 재밌는 판타지영화였다.. 윌스미스 넘웃기고 여주넘이쁘고 원숭이 너무귀엽고 노래들도넘좋고 ㅋㅋㅋ 2시간내내 극몰입해서봣네
1866,9,2019.08.12 23:34,"최고의 실사판이다. 어릴 때 일요일 아침마다 보던 추억이 생각나면서, 노래가 기억나면서, 나이가 들었단 생각도 들면서, 그냥 시간가는 줄 모르고 보던 어린시절로 돌아갔다. 영화가 끝나고 다시 돌아온 현실에는 내게도 지니가 있는 것처럼 여운이 남는다. "
1867,8,2019.08.12 18:20,상상이 현실이 되는 이야기~~
1868,8,2019.08.12 09:11,영상이 너무 아름다웠습니다ㅡ
1869,8,2019.08.12 05:40,40대인 내가 봐도 괜찮은 영화. 아주 잘 만들었다. 여주가 너무 이뻐서 더 좋았던듯..
1870,9,2019.08.12 00:58,똥마려운것도 다 잊게하는 영화였습니다... Whole new world 노래와 함께 제 변의는 함께 하늘로 날아간 기분이었죠...
1871,9,2019.08.11 23:53,재밌었어요 노래도 다 좋고
1872,9,2019.08.11 23:22,몇번을 봐도. 자꾸보고싶네요
1873,9,2019.08.11 21:49,옛  생각도 나고 감동적이었습니다
1874,9,2019.08.11 12:04,"두번째로 한달 만에 또 봤는데, OST 나올 때 역시 소름 돋았네요 디즈니 인생영화"
1875,8,2019.08.11 11:46,재미있네요   애들많없어다면   별5개...
1876,8,2019.08.11 09:20,재미있게 잘 보았습니다
1877,8,2019.08.11 08:25,노래가 너무 좋다. 공주 너무 이쁘고 노래도 좋고
1878,8,2019.08.10 23:54,"원작 애니의 오랜 팬이라면 추억의 OST, 자스민의 미모, 윌스미스의 하드캐리만으로 볼 이유가 충분한 실사 영화."
1879,9,2019.08.10 22:42,디즈니 실사 중 최고!!!
1880,8,2019.08.10 18:52,아는 내용 예상했던 결말 그러나 어른으로서 즐길수 있는 동화라 좋았다
1881,9,2019.08.10 08:49,재밌어요.감동까지. .
1882,8,2019.08.10 08:47,아이들이 넘 재미있게 봤어요
1883,8,2019.08.10 00:15,윌형 하드캐리 캐리 하드캐리
1884,8,2019.08.09 19:28,노래하길레 인도영화같은줄 알았는데 자연스러운 노래같아서 부담없네요~은근 웃기고 재밌어요~로맨티코미디~2번째 소원부터 좀 루즈하고~도대체 소원이 몇갠지 햇갈리네요~편파적인 램프 ㅎㅎㅎ
1885,8,2019.08.09 18:41,요술램프 지니 입담과 재치가 돋보였어요.~
1886,8,2019.08.09 10:46,영상과 음악의 기가막힌 조화!
1887,8,2019.08.09 10:39,좋은 음악에서 비롯되는 감동과 여운이 있는
1888,9,2019.08.09 10:38,윌스미스 연기가 어설픈데 재미있게 본 영화
1889,8,2019.08.08 19:49,살짝 우려가 됐던 더빙판도  재밌네요
1890,8,2019.08.08 19:07,캐스팅 잘 했네요. speechless 노래가 참 좋아요~
1891,8,2019.08.08 18:12,정말 잼 있어서 집에서 자시보기로도 볼려고요 짱
1892,9,2019.08.08 12:19,놀랍도록 혁신적이고 현대적인 디즈니의 재해석을 엿볼 수 있는 작품.
1893,9,2019.08.08 10:18,아이와 함께 재미있게 봤네요. 노래도 넘 멋지네요!
1894,9,2019.08.07 19:59,재밌게 잘봤음. 생각보다 훨씬 재밌었음
1895,8,2019.08.07 18:33,아이들이 많이 좋아합니다.
1896,9,2019.08.07 01:49,참 재밌게 봤어요..윌스미스도 멋지고..ㅎㅎ 여주도 넘 이쁘네요~
1897,7,2019.08.05 02:26,엔드게임 알라딘 토이스토리 라이온킹 파프롬홈 겨울왕국2까지만 건졌네
1898,9,2019.08.04 09:04,윌 스미스의 연기 그리고 스토리... 훌륭..
1899,9,2019.08.03 15:01,잼나요 ㅎㅎ굿 입니다
1900,9,2019.08.02 18:30,재밌어요 귀도 눈도 호강하는 영화
1901,9,2019.08.02 16:26,"윌스미스 없었으면 재미가 좀 덜 했을 듯.. 알라딘 역할은  부르노 마스가 했어도 멋있었을 것 같다. 노래,춤,외모,끼  다  갖췄으니 연기도 보고 싶음."
1902,8,2019.08.02 00:14,공주가 너무예뻐요.진짜 자스민 실사판 같아요.
1903,9,2019.08.01 22:39,지니에게 어떤 소원을 빌어볼까 생각해보는 시간.
1904,9,2019.08.01 21:54,정말 잘만들었네.... 재미나게 봄...감동도 있고 ㅎ
1905,9,2019.07.31 23:01,"감독이 가이리치였다닠영화는 ㅍ풍성한 볼거리 지루하지않은 빠른전개, 부담없는 웃음거리 멋진노래 수작이었습니다"
1906,9,2019.07.31 23:01,한편의 뮤지컬 느낌의 영화 ~~노래고 자주 나와서 좋아요
1907,9,2019.07.29 19:42,애니메이션은 못 봤지만 참 재밌네요.특히 지니가 압권. 근데 노래든 애니가 나은듯.
1908,9,2019.07.28 20:38,자스민 speechless에 취해서 일주일내내 그것만 반복재생함
1909,9,2019.07.27 20:56,뮤지컬을 보는듯 영회보는 내내 행복했습니다. 감동과 재미!!!
1910,8,2019.07.27 19:39,CG가 화려하네요.특히 지니가 실감났어요~
1911,9,2019.07.26 11:46,윌스미스의 지니역은  알라딘의 만화같은 연출과 유쾌한  모습이 재미를 더했습니다
1912,8,2019.07.25 19:54,지니.알리바바.쟈스민 연기를 오래오래 기억될듯~
1913,9,2019.07.25 13:19,지니의 유쾌함과 쟈스민의 아름다움으로 보는내내 즐거웠다.
1914,9,2019.07.25 12:55,두번째 관람이 더 좋았어요 윌스미스  매력있네요
1915,8,2019.07.25 12:04,옛날 애니메이션 봤던 추억~~재밌었습니다~~
1916,9,2019.07.25 11:34,아름다운 영화! 노래가 너무 좋아요
1917,9,2019.07.25 10:36,좋아요 다시동심의 세계로 향하면서  원작보다 더 감동적인거 같아요
1918,9,2019.07.24 23:35,노래가 계속 머릿속에서 맴돔. 일단 이미 입소문 날대로 난상태서 보러갔기에 기대치 만땅이었는데도 불구하고 재밌었음! 확실히 윌스미스 나오는 부분부터 확 몰입되기 시작함.전체적으로 잘만들었다라는 생각이 들었음!
1919,9,2019.07.24 01:33,원작을 리메이크하려면 이렇게 하라고 제대로 보여준 영화
1920,8,2019.07.23 10:22,지니가  이 영화에 한몫했다
1921,8,2019.07.23 10:15,눈이 즐겁고 감성이 스물스물 살아나는 영화였음
1922,8,2019.07.22 23:40,볼거리가 많고 삽입곡이 좋아 눈과 귀가 즐거웠음
1923,9,2019.07.21 11:13,어른이 되어서 본 알라딘... 감동이 또 다르다
1924,9,2019.07.21 09:44,진짜 넘 대박인 영화 옛 만화를 뛰어넘는 실사판 영화임
1925,9,2019.07.21 03:46,너무 기대치가 높았나.. 알라딘 바다에 빠지고 나서부턴 너무 급지루.. 그래도 윌스미스 흥때메 잼썼습니다
1926,8,2019.07.21 00:14,부모님과 즐겁게 봤습니다^.^
1927,9,2019.07.20 22:24,어렸을 적에도 감동 받으면서 봤었는데오랜만에 다시 비슷한 감정을 느꼈다a whole new world ~
1928,8,2019.07.20 21:01,애들위해서 보려고갔는데 엄마가 더 감동받고왔어요...!!
1929,9,2019.07.20 18:24,보는 내내 행복한 영화 진짜 판타지같은 시간이였어요
1930,8,2019.07.19 21:24,나쁘지않았음 아쉬운점이있다면 노래 비중을 좀 늘려줬으면 좋았었을텐데말이죠
1931,9,2019.07.19 20:23,음악이 넘 좋아요~더빙이라 아쉽네요 자막으로 한번더 보고싶은 영화에요 아이들때문에 보다가 어른들이 즐겁네요^^
1932,9,2019.07.19 19:37,별 생각없이 보러갔다가 보고나서 내내 노래 흥얼거리네요. 너무 즐거운 영화였어요. 애니랑 싱크로율도 완벽. 지니 연기도 너무 좋았구요
1933,9,2019.07.19 15:46,알라딘역이 좀 아쉽지만  지니와 자스민 역은 좋았어요~  아이들과 좋은 추억~
1934,9,2019.07.19 15:24,자스민이 진취적인 캐릭터로 나와서 좋았어요
1935,9,2019.07.19 14:40,자스민에 반한 1인(아이들 때문에 더빙 목소리만 들어서 다소 아쉬웠음요^^)
1936,7,2019.07.19 09:31,악당연기 어색함 재밌긴한데 좀 유치하기도하고.
1937,7,2019.07.18 02:11,동심으로 돌아간 기분이었네요
1938,8,2019.07.18 01:32,행복을 주는 영화. 그래서 보는내내 행복했어
1939,9,2019.07.16 03:54,어렸을 적 목욕탕에 들렸다 집에와 디즈니 만화로 알라딘을 보았던 그 때가 떠올랐다. 나의 소중한 기억을 해치지 않게 한 영화
1940,9,2019.07.15 23:28,A whole new world 나올 때 추억에 확 젖어서 볼 수 있었네요 speechless도 너무 좋았고 윌스미스가 제대로 살린 알라딘!
1941,9,2019.07.15 18:40,어른이 봐도 유쾌한 영화네요.
1942,9,2019.07.15 17:59,음악이 좋고 볼거리가 많습니다.
1943,9,2019.07.15 16:20,"신나는 영화 최고, 뮤지컬 영화라면 이렇게~ㅋㅋ"
1944,9,2019.07.15 08:55,남주 매력있다♡마지막소원쓸때감동
1945,7,2019.07.14 15:40,디즈니 실사화 중 최고작이라 생각함.
1946,8,2019.07.14 15:12,ost좋았다.. 여주도 예쁘고
1947,9,2019.07.12 08:55,남주인공 매력있네요~ 마지막에 넘 훈훈한 마무리였습니다. 다시한번더 보고 싶네요~
1948,8,2019.07.11 19:57,I won't be silenced~
1949,7,2019.07.11 13:46,알라딘보다 지니에게 눈이 가네요. 윌스미스  너무 멋져요.
1950,8,2019.07.10 01:00,뮤지컬 보는듯한 해피엔딩이라 기분좋아지는 영화
1951,9,2019.07.09 20:22,아라비안나이트 신비한 이야기
1952,9,2019.07.08 23:45,뮤지컬 한 편 보고 나온 것 같네요^^즐거웠어요!
1953,9,2019.07.08 23:20,오늘도 딸과 함께 잘 봤습니다. 뮤지컬 극장에 다녀온 기분...딸은 벌써 두 번째 봅니다 ㅎ ㅎ ㅎ
1954,9,2019.07.08 17:03,노래가 너무 좋고 노래부르는 영화를 좋아하지 않는 제 편견을 깬 영화입니다
1955,8,2019.07.08 13:22,동심으로 돌아갈수 있었어요 ㅎㅎ
1956,8,2019.07.06 21:50,윌 스미스 캐스팅은 신의 한수
1957,9,2019.07.06 18:52,더위가 잊혀질만한 시원하고 멋진영화예요. 꼭 보세요^^
1958,8,2019.07.06 13:51,양탄자 타고 날 때 찡했어요ㅜㅜ
1959,8,2019.07.03 10:25,"제가 본게 아니라서 모르겠는데, 딸아이가 보고와서 그러더라고요. 노래듣는데 소름돋았다고.... 내용은 애니랑 크게 다르지 않다고 하던데~"
1960,8,2019.07.03 07:54,아이와 즐겁게 봤어요^^
1961,8,2019.07.03 00:20,너무화려하고 재밌어요 ㅎㅎㅎ
1962,8,2019.07.02 20:02,즐겁게 봤습니다  재미있네요
1963,8,2019.07.02 20:01,오랜만에 행복함을 느꼈다 노래도 너무 잘불러!!
1964,9,2019.07.02 01:22,윌스미스 연기 잘한단 생각 안했었는데 이 영화보고 바뀜 ㅋㅋㅋ 여주는 예쁘고 노래잘하고 혼자 다함
1965,8,2019.07.01 20:32,"가진 것 없지만 반짝이는 사람, 용기있는사람순수하게 한사람을 믿고 사랑할수있는 사람이 어디에 있나요..정말 만화나 영화에서만 느낄 수 있는..ㅠㅠ나도 그럴 수 있을까? 지니야 내 소원은.."
1966,8,2019.07.01 06:44,보는내내 유쾌한 영화내요윌스미스 최고의 알라딘이네요
1967,9,2019.06.30 21:46,"명감독 가이리치 명배우 윌스미스 더 할말없다, 아 윌스미스형님 MIB로 다시 돌와와주세요ㅠ  맨인블랙4편은 아직 안만든거 라고 믿는 1인"
1968,8,2019.06.29 21:16,윌스미스 하드캐리  윌스미스아니였으면 재미없었을꺼같음 ㅋㅋㅋ
1969,9,2019.06.29 20:25,아들과 함께 잘 봤습니다 ㅎㅎ
1970,8,2019.06.29 19:54,볼거리 다채롭고 색채감이 좋네요. 아이들하고 같이봐도 좋을 것 같습니다. 윌스미스가 하드캐리했고요ㅎㅎ
1971,8,2019.06.29 19:26,감동적이고 따듯한영화였습니다
1972,9,2019.06.29 17:33,알라딘의 새로운 해석이 아주 맘에 드네요
1973,9,2019.06.29 16:02,역시  윌스미스!! 역시 디즈니 !!어린날에도 아줌마가 된 지금도 둘다 너무 좋네요! 아이들도 어른들도 함께 웃으며 즐길수있는 영화 강추!!
1974,9,2019.06.29 14:00,재밋게잘봤어요 기대안하고봤는데 영화가 너무 예뻐서 좋았어요
1975,9,2019.06.29 12:43,ost나올때 소롬돋음
1976,8,2019.06.29 10:07,아들이랑 재밌게 잘 봤어요~~ 재미도 교훈도 있네요~~
1977,8,2019.06.29 10:02,실사영화의 장점만 취했으니 원작을 능가할수밖에
1978,9,2019.06.29 06:16,윌 스미스의 지니 배역은 신의 한 수였다
1979,8,2019.06.29 01:51,재밌어요!~어른들도 볼수있는 동촤
1980,9,2019.06.28 20:54,아주 만족스럽게 본 영화네요^^
1981,9,2019.06.28 20:52,쉴틈없이 흘러가는 스토리속의 노래들 쟈스민  너무 아름다워서 그냥  내가 사랑에 쏙 빠져들어간 느낌이다 간만에 힐링만땅~~~!!!스트레스쏵~~~풀렸어요
1982,8,2019.06.28 17:51,윌형 때문에 클럽 온줄 알았네 ㅋㅋㅋㅋ 진짜 지렸다 이제 한물 간줄 알고 있는데 부활 신호탄 올렸다 올해 본 영화중 TOP3 안에 든다 내가 늦게 본걸 후회함 강약 조절도 잘되었고 주조연 연기 완벽함 강력 추천!!! 
1983,8,2019.06.28 01:23,지니가 하드캐리하고 노래도 좋았습니다
1984,9,2019.06.27 23:51,보세요  보세요  그냥 보세요
1985,9,2019.06.27 17:51,자스민이 스피치리스 부르는 장면 완전 소름 돋았음ㅠㅠ
1986,8,2019.06.27 16:47,이 세상 흥이 아님 ㅋㅋ 일어나서 같이 춤추고 싶었...
1987,8,2019.06.27 15:35,윌 스미스의 유머러스한 연기가 아주 즐거웠습니다~~
1988,9,2019.06.27 03:26,영화 전체 색감이 뛰어나고 익숙한 음악이 사로잡는다. 역시 디즈니~
1989,9,2019.06.26 21:32,"편안하게,즐겁게 볼수  있는 영화입니다,자녀와 함께 딱  좋을꺼 같습니다"
1990,9,2019.06.26 18:12,역시 동화는 디즈니네요~ 추천입니다! 그런데 전체관람가 영화에 공포영과 광고 좀 넣지 말았으면 좋겠네요. 애들 놀래요.
1991,9,2019.06.26 18:03,그냥 이런거 별로 관심없는데 한번 봤다가 괜찮다고 생각함
1992,7,2019.06.26 15:20,추억을 불러 일으킨 영화.
1993,8,2019.06.26 13:19,볼 때보다 보고 나서 좋았던 영화
1994,7,2019.06.26 04:10,노래가 너무 좋고 배경도 아름답고 윌스미스의 연기가 찰집니다 저는 영화볼 때 오글거림을 못느끼는 편인데 위기상황에서 자스민이 노래부를 때는 좀 오글거렸습니다 하지만 볼만한 영화임에는 틀림 없습니다
1995,9,2019.06.25 21:33,영화도 재밌고 윌스미스가 지니 역할을 충분히 해낸 영화. 추천함.
1996,9,2019.06.25 21:00,재밌게 봤습니다 눈과 귀가 즐거운 영화!
1997,9,2019.06.25 19:07,재미나게 잘봤네요 ^^
1998,9,2019.06.25 14:40,음악도 너무좋고..지니 완전멋찌고..최애영화가 됐습니다..^^ 아이와 함께본영화 최오에요.
1999,9,2019.06.25 14:26,OST가 정말 대박 이고 윌 스미스 도 멋지고 굿굿
2000,9,2019.06.25 13:58,디즈니니 스토리라인은 단순한. 그러나 ost가 멋지고 배우의 연기력도 출중했다. 미녀와 야수와 같이 애니를 그대로 옮겨놨지만 한 3배 정도 나은 듯.
2001,9,2019.06.25 13:44,자스민이 직접 여왕이 되는 전개는 예상치도 못했고 훙륭했다
2002,9,2019.06.25 11:50,재이있게 잘 봤습니다.
2003,9,2019.06.25 08:53,맨처음 오프닝 최고!!!!자스민 너무 예뻐ㅜㅜ
2004,8,2019.06.25 05:28,유치할 줄 알았는데 그렇지 않았습니다. 재밌게 봤습니다.
2005,9,2019.06.24 21:54,speechless 나오는 장면에서 넋놓고 봤네요. 음악도좋고 원작을안봐서 원작은 어떤지 모르겠는데 공주가 왕이되는 엔딩도 억지같지않고 자연스러워서 좋았습니다
2006,9,2019.06.24 19:47,웅장한 스케일 뮤지컬처럼 노래도 나오는데 너무재밋고 감동도있엇어요
2007,9,2019.06.24 19:41,너무 재밌게 봤습니다. 라이온킹도 기대됨
2008,9,2019.06.24 19:22,디즈니 특유의 유쾌함과 감성
2009,9,2019.06.24 19:11,윌 스미스 읔쾌ㅋㅋㅋㅋ
2010,9,2019.06.24 18:15,음악과 의상과 연기가 모두 감동적
2011,8,2019.06.24 15:19,믿고보는디즈니!사랑해요ㅠㅠ
2012,9,2019.06.24 14:58,윌스미스의 영화중에 정점을 찍는구나...자스민 넘 이뻐
2013,9,2019.06.23 13:51,알라딘 토이스토리 기생충 셋다 봤는데 알라딘이 제일 좋았어요 작품성은 기생충이 높지만 보고나니 우울해져서 ..토이스토리도 너무 슬프고 ...기분좋게 보고 나오고 싶으시면 알라딘 추천합니다
2014,8,2019.06.23 11:22,A whole new world 나올때때 개소름...
2015,9,2019.06.23 04:40,잼있음. 음악도 신나고 전개도 빠름. cg가 약간 티나는것 빼곤ㅋㅋ
2016,8,2019.06.23 04:04,"'지니'에게 8할, '디즈니'에 2할을"
2017,8,2019.06.22 23:27,알라딘# 실사# 성공적#
2018,8,2019.06.21 18:18,뻔하지만 연출이 좋아서 볼만은 했음
2019,8,2019.06.21 12:41,아이들과 재밌게 보고왔어요~음악도 좋구 윌스미스가 갑이죠~! 딱 디즈니영화예욧~^^
2020,9,2019.06.21 10:43,재밌어요 시간을 투자할만큼
2021,9,2019.06.21 09:07,너무 즐겁고 유쾌한 영화입니다.
2022,9,2019.06.20 23:45,영화를 보고 난 후에도 ost가 귓가에 맴돈다 그만큼 노래도 좋았고 연출도 훌륭했다! 배우들 연기는 당근빠따
2023,9,2019.06.20 23:12,자스민 공주 연기 노래 너무 매력적 윌미스미 말해 뭐해 ㅋ두번의 소원 뒤 변하는 알라딘 모습에 지니의 조언들이깊이 와닿더라 오랜만에 힘 빼고 본 행복한 영화^^
2024,9,2019.06.20 18:21,디즈니는 언제나 제게 행복을 주네요
2025,9,2019.06.20 13:25,재미없는 순간이 없다.이유불문 관람할 가치가 있는 오락영화
2026,9,2019.06.20 07:55,노래도 좋고 배우도 이쁘고 애니가 애니같아서 아쉬웠던 실사영화 ㅋㅋ
2027,8,2019.06.19 06:26,윌 스미스가 다 한 영화.
2028,9,2019.06.19 01:42,"행복했다. 어린날 추억이 너무 커서 실망할까봐 걱정하면서 극장에 입장했지만, 결국 2번 봄 :) 편견 갖지 않아야지"
2029,8,2019.06.18 21:02,다 아는 내용 시시하고 재미없을거라 생각했는데 너무 재밌어서 힐링됨 ㅋㅋ
2030,8,2019.06.18 21:00,옛 생각나는 영화 비디오 늘어지게 봤는데
2031,9,2019.06.18 19:24,볼거리가 많아서 재미있게본듯 역주행할만하네ㅎㅎ
2032,8,2019.06.18 17:38,알라딘 너무 귀엽고 사랑스럽다
2033,9,2019.06.18 00:51,술탄이 안귀여워서 반개 뺏습니다. 애니에서는 존귀였는데ㅜㅜ
2034,9,2019.06.17 21:08,기생충보다 재밌어서 그런가 시간빨리감 ㅋ
2035,10,2019.06.17 21:07,오늘 혼영했습니다 진짜 걍 대박이네요
2036,10,2019.06.17 20:02,최고 너무 재밌고 아름다웠어요
2037,10,2019.06.17 19:51,지니 정말로 귀엽고 자스민 노래 최고였고 알라딘 춤 웃겼습니다!
2038,10,2019.06.17 19:47,"스토리,배우들의 연기력,노래등등 다 좋네요.모든면에서 완벽해요.ㅠㅠ.아직 안보신분들은 꼭 보세요.~!!"
2039,10,2019.06.17 19:37,윌 스미스와 OST만으로도 만점을 주고 싶은 영화!
2040,10,2019.06.17 19:23,너무 잼나게 봤습니다. 땡큐♡
2041,10,2019.06.17 19:22,엄청 재미있고 마치 카니발 같았어요.완전 Fantastic 하답니다^^완잔 강력추천합니다. 시간이 나실 때 영화관에서 보세요. 오랜만에 영화관에 가신다면 더 좋으실거에요! 알라딘 보러 갑시다~참고로 자스민 너무  예쁘니까 심장 잘 보고 가세요 
2042,10,2019.06.17 19:20,사랑한다 진짜 짱최고 알라딘
2043,10,2019.06.17 19:18,기생충 보고 찝찝했는데 알라딘 보고 나서 진짜 영화본 것 같네요 ~ 스케일도 크고 재밌어요!! 알라딘 보세여~~
2044,10,2019.06.17 19:17,추억이 새록새록 탄탄한 내용과 신나는 음악까지^^
2045,10,2019.06.17 19:06,너무 잼있게 봤어요...4d로 봤는데... 의자 움직이고.. 눈 내리고ㅋㅋㅋㅋ전 좋았어요~~~~올만에 로맨스 느낌도 느끼고ㅋㅋㅋ아직 동심이 남아있는듯ㅋㅋㅋㅋ
2046,10,2019.06.17 19:04,평점 높아서 본건데 잘 만들었네요!
2047,10,2019.06.17 19:03,진짜 최고에요!!!!
2048,10,2019.06.17 18:47,존나재밌음진짜 개재밌음
2049,10,2019.06.17 18:46,완전 눈호강 귀호강임ㅎㅎㅎㅎ 재밋게 잘봄
2050,10,2019.06.17 18:09,모든것이 아름답고 눈이 즐거웟어요
2051,10,2019.06.17 17:53,평소 차든 배든 멀미를하는편인데 .. 여친이 원해서 4D보러갔음 ㅋㅋ 초반부 배흔들리는 부분은 역시나 멀미를 했지만 그이후 멀미는 생각도안날정도로 푹빠져든다... 2D로  한번더 봐보고싶을정도..
2052,10,2019.06.17 17:21,"이건 쟈스민 영화다.. speechless 짱 좋아나오미 누나 노래 너무 잘하신다. 그리고 윌 스미스는 역시 연기력, 맨인블랙에 윌 스미스 안나온게ㅋㅋ"
2053,10,2019.06.17 17:04,speechless 나올때 온몸에 전율이... 노래도 노랜데 그 장면 나오미 스콧 연기력이 진짜 개소름
2054,10,2019.06.17 15:12,와 정말 재밌고 좋은영화내요2번봐도 돈아깝지않아요
2055,9,2019.06.17 14:45,화려한 의상과 스토리 전개가 흥미로운 영화 임
2056,10,2019.06.17 14:34,윌스미스의 지니 진짜 최고임
2057,10,2019.06.17 14:34,보는 내내 눈과 귀가 즐거웠어요
2058,10,2019.06.17 14:27,"영화 색감 자체가 너무 아름답다,이 영화 보고나면 좋은 여운이 오래 남는다인생영화라고 할 수 있을정도"
2059,10,2019.06.17 12:56,"제발 4D로 꼭 다시 보고 싶어요,,, 출근들 안하시나요 ㅠㅠ  어짜 다 매진입니까 ㅠㅠ"
2060,10,2019.06.17 12:54,세상 재밌다또 보러 가자고 누가 하면 또 갈듯끝나는게 아쉬운 영화
2061,10,2019.06.17 12:26,신파와 억지울음이 아닌 감동으로 눈물이 난다
2062,10,2019.06.17 12:20,도대체 몇 번을 봐야 질리는거지? 너무 많이 보고 다니는 것 같음.한국은 왜 이런 영화를 못 만드는거야?
2063,10,2019.06.17 12:12,영상미  음악 내용 다 좋네요 4D로 한번더 보고 싶어요
2064,10,2019.06.17 12:08,와 진짜 재밌다 .. 알뽕 오짐.. 노래 들을때마다 장면 하나하나 생각나고 내려가기전에 n번 더 볼거임.. 자스민왕 사랑함
2065,10,2019.06.17 10:16,한편의 뮤지컬을 눈앞에서 보는 느낌!!
2066,10,2019.06.17 10:02,"어렸을 때 만화로 보던 알라딘을 영화로 보니 색다르면서도 너무 좋았습니다 ^^  특히 OST 도 정말 좋았고, 배우 분들도 연기며, 노래며 감동적이고  최고였어요! 특히 윌 스미스 연기력 최고인거 같아요^^! 추천드려요! ^^ "
