,평점,일시,감상평
25157,4,2019.05.26 22:24,추억의 애니 실사화..추억은 추억으로 ㅋㅋ자파역활의 배우가..원작에 비해서.. 악당으로선 매력이 없네요
25158,6,2019.05.26 19:19,그냥 그저그랫던 ㅎ0ㅎ.. 킬링타임용(?)보다는 괜찮지만 현재 평점보다는 이하인듯
25159,4,2019.05.24 21:53,다음엔 디즈니랜드에서 뵙겠습니다
25160,10,2019.05.24 19:35,어벤져스보다 5000배잼있어요
25161,5,2019.05.24 09:49,30대 아재입니다 보다가 세번 졸았습니다...
25162,10,2019.05.23 18:34,한편의 뮤지컬을 보는 기분이 들었고 어찌보면 단순한 내용과 대사이지만 그안에 교훈이 담겨져 있어서보고 나서도 많은 감동이 전해지는 영화였다 디즈니 팬이 되었다!! 2시간이 지루하지 않은 영화 만원이 아깝지 않은 영화였다!! 강추입니다!! 
25163,10,2019.05.23 18:18,디즈니 실사 영화중 최고급인데? 자파는 진짜 몰입감 안되더라 연기도 못하고 내가 생각하던 자파의 모습은 아님.. 오늘 평점 만점을 준 이유는 자스민이 역대급 미모가 미첬기때문에 10점준다.. ost 와... 소름.. 
25164,8,2019.05.23 18:00,남자주인공 얼굴이 아쉽고 자파 역할 맡은 배우도 원작 애니외 비교해서 아쉬운 외모. 한 나라에 총리급 계급인데 전혀 그렇게 안보였네요 그래도 A whole new world 나올 때는 눙물이 ㅜㅜ 어흑
25165,10,2019.05.23 17:56,오늘 보러 간다. 한달 기다림 오~~~~뉴월 ~~
25166,10,2019.05.23 17:55,어렸을적 본 만화영화 생각나고 배우들 외모 연기 캐미 예상치 못한 뮤지컬로 시선강탈 ㅋㅋ 너무재밌어요ㅋㅋㅋ 윌스미스 코미디 연기 역할도 크네요 ㅎㅎ
25167,10,2019.05.23 17:52,처음으로 평점 남깁니다. 워낙 고전 디즈니 팬이라서 실사판이 못 살리면 어떡하나 했는데 제가 괜한 걱정을했네요. 믿고 보는 디즈니 입니다. Ost 하나하나 너무 좋고 소름돋았어요. 꼭 보세요 후회없어요 ㅠㅠ엉엉
25168,2,2019.12.24 08:02,재미없고 지루했다. 돈만 아까운 허접영화.
25169,1,2019.10.16 01:37,원래 이런 영화를 안좋아해서 그런지 재미없었음 OST가 뛰어났던 것은 인정한다
25170,1,2019.10.03 22:37,그저 그래요. 화려함.
25171,9,2019.08.31 17:46,날로 먹는 주인공....
25172,10,2019.08.21 19:01,예술이다.. 윌스미스 하드캐리에 쟈스민 너무 이쁘다..
25173,10,2019.08.20 22:24,내 인생영화ㅠㅠ 너무재밌어..
25174,10,2019.08.20 20:46,너무 감동적임 눈물남 진짜
25175,10,2019.08.20 15:28,"최고였어요~!! 이렇게 재미있을거라고는 생각 못했는데..ㅠㅠ..오리지널이 좋아서 자막버전으로 봤는데, 더빙도 좋다고 해서 그것도 보고싶어요..^^"
25176,4,2019.08.19 13:23,내취향은 아니었다...
25177,9,2019.08.18 16:38,남주가 영 별로이긴 하지만 영화자체는 쵝오였음.
25178,10,2019.08.15 18:25,두 번 봤음! 진짜 최고의 실사화다 술탄님도 알라딘도 사랑해ㅠㅠ 실사화는 캐스팅이 제일 우려되는데 미스 캐스팅 아무도 없고 얼굴연기 다 잘하는 배우들... 아 또 보고 싶다 앞으로도 많이 사랑해줄 영화로 남을 예정
25179,9,2019.08.14 12:51,원작을 뛰어넘을 순 없지만.. 그건 이 영화의 부족함보다는 원작의 뛰어남을 말해주는 듯 합니다 :)
25180,6,2019.08.12 03:46,평도 좋고 다들 너무 재밌다길래 기대하고 봤는데 기대의 반도 못 미쳤음.. 볼만한 정도일 뿐 엄청난 인기를 끌 정도로 재밌진 않았음 남들과 이렇게 취향 차이가 크다는 거에 놀랐음
25181,10,2019.08.12 01:07,이렇게까지 빠졌던 영화는 없었다.
25182,10,2019.08.12 01:04,노래가 짱임 스피치레스 대박
25183,10,2019.08.12 00:19,영화 제목을 지니로 바꿔야 될거 같은데...
25184,10,2019.08.11 16:21,완전 잼있어요~~2번 봤는데 또 보고싶어요 안 봤으면 영원히 후회할 뻔배우들이 전부 연기를 잘해요~~
25185,10,2019.08.08 19:26,재밌는데 저예산 알라딘 보고가지 마세요 양탄자 씬에서 나 혼자 웃음 참느라 죽을뻔함
25186,10,2019.08.08 18:36,재밌게봤는데.. 자파와 남주가 약간 미스캐스팅인듯.. 자파는 원작에 비해 카리스마가 떨어지고.. 남주도 뭔가 매력이 부족함 노래도 그닥.. 윌스미스와 공주 캐스팅은 굿굿
25187,8,2019.08.08 15:32,음악 페미니즘에 대한 생각
25188,10,2019.08.07 21:50,윌스미스가 멱살 잡고 흥행 시킨 영화 ㅋㅋ
25189,10,2019.08.06 16:14,윌스미스와 나오미스콧은 최고의 캐스팅이다. 남주가 살짝 아쉽긴 하지만 전체적인 밸런스와 OST또한 칭찬할만하다. 근래보기드문 수작임이 확실하다.
25190,9,2019.08.05 10:55,되게 재밌었는데 페미 의식을 너무 의도적으로 부각시키는 장면들이 있어서 좀 불편했음. 여권이 신장되어가는 과정이고 또 그동안 억압되었던 것들을 신장시켜야 하는 여성운동 지지자들의 입장은 알겠지만 여튼 난 그랬다. 영상미는 완전 압권. 거의 뮤지컬 
25191,10,2019.08.04 22:47,노래 춤 스토리 최고의 오락영화
25192,10,2019.08.04 21:20,기대안하고 봤는데 영화보는내내 행복했어요^^
25193,10,2019.08.04 21:15,진짜 잼나게 봤어용~~여주 넘 이뻐용~~ 노래도 넘 잘하고 윌스미스 대박!!~~~^^♡♡
25194,10,2019.08.04 18:30,알리왕자가 물에 빠질때 유세윤이 뙇
25195,5,2019.08.03 19:46,지니밖에 안보인다.. 뭔가아쉽네요
25196,10,2019.08.03 01:38,여자를 끓어오르게 하는 자스민 ostㅋㅋ
25197,10,2019.08.03 01:36,한편의 뮤지컬을 본듯한... 노래가 귀에서 계속 맴돌아요 정말 강추
25198,10,2019.08.03 01:30,윌 스미스가 다한 영화 ㅋㅋㅋㅋ 진짜 꿀잼이었음
25199,10,2019.08.02 23:43,내 인생 최고의 영화. Ost 도 너무나 좋고 전율이 돋는 영화
25200,10,2019.08.01 01:27,자스민 공주가 너무 예쁨!!재밌고 또 재밌다!!
25201,10,2019.08.01 01:24,영상미도 화려하고 배우 연기도 너무 좋았음. 다시한번 보고싶은 영화.
25202,10,2019.08.01 01:18,완전 꿀잼 나오미스콧 존예 윌스미스 대박!!
25203,10,2019.07.31 23:41,윌 스미스 멋져요~~ 화면이 빠르게 바뀌면서 영화 금방 끝나네요.
25204,4,2019.07.27 17:58,"스토리도 짜임새없고, 액션도 재미없습니다."
25205,10,2019.07.27 15:12,넘 재밌어서 영화관에서만 2번 봤어요..다시보기로 나오면 다시보기도 소장할 예정..디즈니 실사판 중에 최고가 아니었나 싶음
25206,10,2019.07.27 12:42,노래가 너무 인상깊었어요 한번 더 보고파용
25207,10,2019.07.27 12:33,재밌게 봤습니다 ㅎㅎ 역시 윌 스미스 너무 연기 잘하네요
25208,10,2019.07.22 09:41,사춘기 딸과 신나게 한바탕 웃었습니다
25209,6,2019.07.21 03:19,영화와 뮤지컬의 조합.나쁘진 않았는데난 왜 잠을 잤을까?다시 한번 더 봐야겠음.
25210,8,2019.07.19 18:52,1000만까지는 아닌거 같은데.. ㅎㅎ 볼만한 정도였어요
25211,10,2019.07.18 16:15,기대치가 낮아서 그랬나 그전에 봤던 디즈니실사영화들이 별로인데가 지니역이 월스미스라는것도 마음을 비우게 했는데 가이리치의 역량인가. 볼때도 보고 난후도 기분을 업시켜주는 영화
25212,4,2019.07.18 15:48,이게 재밌나요? 솔직히 잘 모르겠음
25213,10,2019.07.18 00:29,그래도 난.. 로빈윌리암스의 목소리가  더 좋다..ㅠ..
25214,10,2019.07.15 13:40,환상적인 영화^^ 교훈도 있고요 ㅋㅋ
25215,10,2019.07.15 13:31,진짜 너무 재밌어요 지니가 진짜 하드캐리 윌스미스 bb
25216,6,2019.07.15 11:21,너무 기대하고봐서 조금은 실망한건지... 크게 감동은 못느끼고 그냥 색감이 화려하다. 닮았다. 그정도...
25217,10,2019.07.14 12:37,대박재미떠요ㅎㅎㅎㅎ
25218,10,2019.07.14 12:31,보고싶은데 보러갈 여자가없네 가족 여자 사람이랑 갈수도없고
25219,10,2019.07.08 00:16,오랜만에 힐링하고왔어요 ㅎㅎ 노래 무한반복중
25220,8,2019.07.07 22:29,"좋긴 한데, 그래도 원작 애니매이션을 뛰어넘기에는 뭔가 2프로 부족하다. 억지스러운 설정도 있고"
25221,10,2019.07.05 13:07,실사화 너무 재밌어요ㅠㅠ
25222,10,2019.07.05 12:27,추억의 알라딘 너무 재미있어요.
25223,10,2019.07.05 10:59,주인공 세 명 다 멋진 영화를 만들어주었어요~
25224,10,2019.07.05 10:23,화려한 볼거리로 무장한 동심
25225,10,2019.07.05 00:38,"또 보고싶다...알라딘2나온다는 말 있던데, 나오면 배우들 그대로 나왔음 좋겠다!!"
25226,10,2019.07.05 00:02,알라딘 갓띵작...살앙해요 ㅜㅜ
25227,10,2019.07.04 23:52,너무너무너무너무재밋당
25228,10,2019.07.04 23:34,남주 여주 다 대박이예염
25229,10,2019.07.04 15:18,한번 더 봐도 손색없을 영화
25230,6,2019.07.03 22:58,사람들이 말하는 엄청난 대작까지는 아닌거같다원작을 뛰어넘엇다는 분들도 있지만 극히 일부(지니라던가 지니라던가 지니라던가)였으며뭔가 뭐랄까. . . .원작만큼 대작은 아니였던거 같앗다내동심이 사라진거일수도 있지만. . . 
25231,10,2019.07.03 15:04,내가 본 영화 중 최고! 또 보러 갑니다
25232,7,2019.07.03 13:51,입소문이 난 이유를 잘 모르겠더라구요 ㅠㅠ
25233,10,2019.07.03 13:15,디즈니가 애니메이션에선 최강이구나.. 윌스미스는 다르게 나와도 멋지다
25234,10,2019.07.03 11:04,너무 재미있게 봤습니다~ 뮤지컬 같아서 더 재밌었고 쟈스민은 너무 예쁘고 특히 지니가 제일 재미있었던 영화입니다
25235,10,2019.07.02 13:06,자스민의 speechless 모든 여성들에게 용기를 주는 곡입니다
25236,10,2019.07.02 08:01,살면서 영화평점 처음 써본다 이건 진짜 온세상에 알려줘야 할 영화인거 같아서ㅋㅋ어렸을때 디즈니 공주 시리즈 본 기억 있는 사람들은 꼭 봐라 어린시절로 돌아가서 웃고 있을테니
25237,10,2019.07.01 09:10,부모님 모시고 또 보러 갈 거에요
25238,10,2019.07.01 03:38,최고...???ㅎㅎㅎ
25239,10,2019.07.01 01:04,두번째 보는 영화 !!! 역시 알라딘 너무 좋아요 ㅠㅠㅠ
25240,10,2019.07.01 00:37,2시간 순삭! 재미와 감동 둘다 최고의 영화~!!!
25241,6,2019.06.30 10:22,갠적으로 그저그랬음 초반엔 지루~막판에 좀 볼만함
25242,8,2019.06.30 08:19,신분차이가 너무 나서 말도 안되었지만 재밌었어요
25243,10,2019.06.29 19:53,알라딘 음악 너무 멋지네요
25244,6,2019.06.28 11:42,비주얼과 음악은 너무나도 즐거웠지만 스토리가 넘 뻔하고 특히 악역 역할의 캐릭터가 그다지 흥미롭거나 몰입력이 떨어졌었다.하지만 아이들에게 이국적인 환경을 경험하기엔 좋은 문화 경험인듯하다.
25245,6,2019.06.27 22:56,개인적으론 원작을 뛰어넘는 작품은 아니였다.
25246,5,2019.06.26 17:17,"기대한것만큼 재밌지도 않았는데 그렇다고 너무 별로이지도 않았던 영화,, 킬링타임용"
25247,6,2019.06.25 03:52,음...그냥그랬다요
25248,5,2019.06.24 00:35,비주얼과 ost라는 조미료에 가려진 이야기의 조악함.
25249,10,2019.06.23 17:43,첨엔 솔직히 살짝 루즈해지는데 윌스미스가 영화를 끌어가서 위로 올려버린 케이스 진짜 영화의 시작은 윌스미스로 부터
25250,10,2019.06.21 22:36,알라딘 자스민 지니 모두 완벽했던 영화♡ 애니 실사판인데도 유치하지 않고 재밌게 봤어요!
25251,4,2019.06.19 10:17,하파가 그냥 왕하지 전부 근위대장 하파 허락을 받을려고해..
25252,8,2019.06.17 21:05,speechless 흐름은 조금 뜬금없었지만 cg 보는맛이 매우 훌륭했다
25253,2,2019.06.15 17:45,조잡하고 스토리는 엉성 ㅠ재목은 자스민공주가 나을듯
25254,5,2019.06.07 00:25,"다들 원작 본거 맞음? 윌 스미스가 하드캐리 하긴 했지만 알라딘과 자스민, 자파는 원작과 너무 동떨어진 캐스팅으로 집중이 잘 안됐다. 알라딘의 연기는 너무나 어설펐다. 백미인 a whole new world 장면도 원작에 비해 연출과 스케일이 작다. "
25255,2,2019.06.02 17:06,명작을 망작으로 바꿔놨네.. 윌스미스 빼고 볼게 없음
25256,7,2019.06.02 06:00,너무기대하고봤나보다   평보다는 좀 시시했음
25257,4,2019.06.01 23:20,평점이 왜이리 높은지..아내가 너무 보고 싶어 같이 가서 봤는데..역시나 저에게는 무리였을까요.간만에 이렇게 지루한 영화본듯..
25258,8,2019.06.01 16:07,평점 너무 올라가잇네요 9점때까지는 절대아님... 왕 연기력실화냐 알라딘도 노안 실화냐 ㅠㅠㅠㅠ
25259,4,2019.05.30 18:29,정말 별로.내용은 유명하니 영상미로 보는건데 그 영상미가 별로였다 쟈스민 노래하는건 엘사짝퉁인가 노래스타일 가사 행동 다 비슷해서 실망이고 자파는 결말때문에 그 배우 쓴건가? 악역으로 존재감 정말 별로였다 애니의 쟈파랑 너무 비교됨 윌스미스만 괜찮. 
25260,10,2019.05.23 19:17,진짜최고였어요 !! 시간가는줄모르고봤습니다
25261,6,2019.09.27 00:03,그래서 자스민이 노래하나 잘부른거말고 한게뭐임 ? 진정한 술탄이니 걸크러쉬니 떠들길래 엄청대단한줄 알았는데 그냥 왕가에서 잘태어난 딸 그이상 그이하도 아니네 재미는있는데 페미들이 정신승리 의미부여만 안하면 완벽할듯
25262,10,2019.08.31 08:49,딸아이가 화장실을 참아가며 정말 열심히 관람하더군요.
25263,10,2019.08.31 02:02,화려한 액션과  아름다운 스토리내가 생각하는 최고의 영화!
25264,10,2019.08.24 09:07,아이도  어른들도   좋아할  수  있는  영화OST 를   계속  흥얼거리게  됩니다
25265,10,2019.08.17 10:45,너무 재미있게 봤어요~아이도 재미있다며..
25266,10,2019.08.17 10:03,자스민공주~엘사를 능가하는 머친캐릭-♡ 역시~애들보단..엄마감더 즐감함-♡♡
25267,6,2019.08.01 01:17,나만 재미없는지 ㅠㅠ?
25268,4,2019.07.31 15:02,ㅠㅠ스토리 전개 무엇...너무 개연성없는 전개에 한숨나왔는데여.. 하도 재밌다고 해서 봤는데 저는 잘모르겠습니다..
25269,10,2019.07.29 22:23,애니메이션 원작을 뛰어넘었어요
25270,10,2019.07.27 14:13,프린스 알ㄹㅣ~~~뻬부져스 흐 ㅣ~~알리압 봐우보 ㅏ아~~
25271,10,2019.07.27 13:51,역시 디즈니! 지니 역할이 정말 딱 어울려요
25272,10,2019.07.27 13:50,더빙 안좋아하는데 어린아들램때문에 어쩔수없이 봤다가 다들 더빙너무잘하셔서 몰입도있게 아주 잘 감상했어요 특히 지니더빙하신 정성화님~ 다시봤습니다ㅋㅋ  전문 성우보다 훨 잘하시더라구요 멋져요~~^^어찌나 천연덕스러운지  웃겨서 계속 웃었네요 ㅋㅋ 
25273,10,2019.07.27 13:19,진짜 손꼽힐만한 디즈니 명작
25274,10,2019.07.27 12:55,애니메이션 화면을 그대로 스크린에 옮겨놓은 느낌!
25275,10,2019.07.27 12:55,최고라는말밖에~~~
25276,10,2019.07.25 11:32,진짜 대존잼 4D로 또 보고싶은 영화
25277,10,2019.07.25 11:30,너무 잼나게 봤음다^^ 자스민 노래 최고!
25278,10,2019.07.25 11:03,영화 너무 좋아요!!  자스민 캐릭터가 너무 마음에 들어요
25279,10,2019.07.19 22:38,꼭 보세요 아니 두번보세요 아니 세번보세요 아니 네번보세요 아니 다시번 보세요 아니..그냥 보기나 하세요
25280,6,2019.07.18 22:55,내 머릿속에서 살아가는 알라딘 세계가더 화려했나보다... 내 기준 스케일이작았다
25281,6,2019.07.17 08:55,너무 기대하고 보면 안될듯..
25282,10,2019.07.15 02:22,수많은.영화를.봤지만 처음으로 2번 보고 싶어서 내일 또간다..
25283,10,2019.07.10 18:22,실사화 한걸 좋아하는 편은 아닌데 너무 재밌게봤습니다
25284,10,2019.07.08 02:07,한번 더 보고 싶네요 완전 감동입니다
25285,10,2019.07.08 01:50,또 보고싶다 진짜 4D꿀잼
25286,10,2019.07.08 01:08,"4D로 관람하였는데, 완전 만족합니다  현장감 장난아니더라구요. 아 그리고 자스민 진짜 노래 너무 잘하는거 아닙니까! 영화관에서 소름돋았자나요 ㅎㅎ 완전 짱"
25287,10,2019.07.08 01:03,"영화 정말 잘 만들었네요. 최근 개봉작 보고 싶던 것들 모두 보고 안보고 있던 알라딘 관람평이 좋아서 한참 늦게 이제서야 봤는데, 정말 재미 있었네요. 영화 좋아하는 분들이라면 꼭 보시기를.  어릴 때 디즈니 애니 봤던 추억 소환해 보는 것도 좋겠죠. "
25288,10,2019.07.08 00:57,뮤지컬 연출이 훌륭하다
25289,10,2019.07.07 02:59,"음악이 너무 좋음,다 좋은데 남주가 너무 아쉽다"
25290,10,2019.07.05 15:16,오우~~지니 최고에요.
25291,10,2019.07.05 10:51,동심으로 돌아간듯 너무 즐거웠어요. 최고입니다
25292,6,2019.07.03 09:19,재미있대서 보러갔는데 여러모로 아쉬웟던 영화
25293,10,2019.07.01 03:06,옛날 향수생각하고 봐도 전혀 손색이 없는 영화였습니다. 영화연출이나 여러면에서 원작보다 나아보이네요. 아라비안 나이트 노래나올때는 옛날 느낌 아니네 이런 느낌 들었는데 다 보고 나니 원작이 생각이 안날정도네요.
25294,7,2019.07.01 01:12,"평점땜에 기대하고봤는데, 그정도는 아님."
25295,5,2019.06.30 17:10,생각보다 조금 유치하고 좀 지겨움
25296,10,2019.06.29 20:01,동심으로 돌아갔다 실사영화 최고봉!
25297,10,2019.06.29 19:58,최고의영화였다두번봤다
25298,2,2019.06.28 23:17,노잼이던데 노래는 좋았다 노잼
25299,4,2019.06.28 15:33,보다가 나옴....내 취향 아님...알라딘역 비쥬얼도  적응안되고  깨알드립들이  전혀 내겐 재미가없고 정신만 없었음.
25300,8,2019.06.25 09:28,엄청 소름돋을 정도는 아니었음..
25301,6,2019.06.22 14:17,전그냥 조조로 볼정도. 남편도 같은맘
25302,5,2019.06.02 20:05,평점 알바들이 있긴 있구나 싶다
25303,6,2019.06.02 19:34,초등학생과 보기 괜찮은 영화였어요.스토리를 알아서인지 끝부분은 좀 지루했어요
25304,6,2019.05.24 11:42,"차라리 애니를 몰랐었다면 어땠을까? 알라딘, 자스민, 지니, 아부에 양탄자까지.. 캐릭터들은 좋았다만, 드라마가 아쉬웠고 이 시대의 조류를 너무나 끼워 맞추려 했던 건 아닌가 싶을 정도로 억지스런 부분도 있어 몰입이 방해되었다 "
25305,4,2019.09.01 01:54,왜 지니는 편파적인가 왜 소원은 해석하기 나름인가왜 주인공은 원숭이보다 활약이 적은가
25306,10,2019.08.19 03:02,최고다 ㅎㅎㅎ 또보고또보고싶은영화
25307,6,2019.08.17 18:58,윌스미스의 웃음코드 빼곤 볼거라곤없는데?
25308,10,2019.08.17 01:44,이 영화를 보고 마이너스였던 시력이 3.8로 좋아졌습니다
25309,10,2019.08.05 00:32,처음부터 끝까지 시간가는줄 모르고 넘 재밌게 봄~
25310,10,2019.07.28 04:00,더빙판도 싱크로 대박이네요~ 감동적으로 봤습니다!! 스미스 오빠 최고~
25311,10,2019.07.28 03:14,뮤지컬을 보는듯 하였습니다.
25312,1,2019.07.19 20:46,OO노잼이다 보면 시간아까움
25313,10,2019.07.03 10:00,당연컨대 인생영화.... 과하지도 않고 적당한 노래와 연기. 그리고 윌 스미스의 하드캐리.... 4d로 한번 더 볼껍니다.
25314,10,2019.07.03 09:55,윌 스미스가 너무 잘어울렸다
25315,10,2019.07.03 09:53,와 알라딘이 뒷심 발휘해서 벌써 900만을 바라보네. 기생충 턱 밑까지 따라옴
25316,10,2019.07.03 09:26,정말 재미있었습니다.. 하... 쟈스민 캬 ㅋㅋㅋ
25317,10,2019.07.03 09:11,윌 스미스의 지니가 굉장해서 아직까지 흥얼거리게 되는 영화
25318,6,2019.07.02 17:08,영화가 아름다운 건 맞으나 스토리의 연계성이 떨어지는 점이 아쉬움.
25319,6,2019.07.01 16:55,"내용만 대충알던 내가 보기엔 동화의 기승전결에 억지스러운면이 있어 별로였고, 연기와 노래모두 나오미스콧이 다했다 생각함 머릿속에 Speechless만 남음. A whole~에 기대를 많이했는데 그부분은 실망이였음. 결론적으로 재미있었던건 토이스토리. "
25320,1,2019.05.29 19:53,알라딘 원래 중국인 아님?
25321,7,2019.05.26 09:59,화려해진 비쥬얼은 좋지만 너무 뜬금없는 뮤비연출(메세지는 좋지만 연출이 정말 황당하고 뜬금없다)과 빌런 자파의 무개성함이 아킬레스건... 윌 스미스의 지니 각색이 생각보다 좋았던 점은 맘에 들었다.
25322,1,2019.05.25 19:50,진짜 개노잼이네.. 억지 스토리 잘봤다
25323,10,2019.08.30 16:36,진짜 너무 재밌었어요^^
25324,10,2019.08.30 12:35,"쟈스민공주, 지니 연기력 오졌구요.세번 봐도 재밌어요."
25325,10,2019.08.17 13:00,여주인공이 너무 아름다웠고. 시간 가는줄 모르고 봣네요
25326,10,2019.07.05 15:19,자스민 공주가 목에 핏대를 세워가며 스피치리스를 부르는 장면에서 공주의 신분임에도 불구하고 통제되고 여자라서 안된다 침묵해라 화초처럼 살아라 등 억압된 궁전생활로 쌓인 마음속 응어리의 그 분노가 느껴졌었음 진짜 자스민 공주의 분노한 표정이 압도적이었음 
25327,10,2019.06.23 03:46,봤던 영화 또 안 보는데 이건 살면서 다섯 번은 더 볼 것 같다.
25328,1,2019.08.11 05:44,보면서 잠듬 아.... 초딩들보면 딱 좋아라하것네
25329,10,2019.07.08 04:51,넘넘 힐링영화.. 4d로 첨봤는데 시간가는줄 모르구 봤네용
25330,1,2019.07.02 18:57,화려한 CG로도 원작을 뛰어넘긴 힘들군.로빈 윌리암스 아저씨 그립네...
25331,1,2019.06.10 00:02,아.. 원작에 비해서는 실망스럽다... 애니메이션을 실사화하는게 이렇게 어렵구나... 그리고 자파 미스캐스팅이 너무하네...
25332,1,2019.05.26 13:55,너무 기대했었던 듯..왜 평점 높은지 잘 모르겠어요
25333,1,2019.07.30 01:56,노잼인데 왜 다들 극찬하는지 궁굼하다
25334,1,2019.07.24 14:11,별로임별로재미가없음
25335,4,2019.06.03 08:42,원작을 팬들은 실망할 수 밖에 없는 CG. 윌스미스 말고는 연기에서 임팩트도 없음. 억지로 페미니즘 넣어서 원작 자스민을 망치는데 한몫함. 가장 하이라이트인 a whole new world 부분도 CG의 어색함과 화려하지 못한 부분에서 굉장히 실망함. 
25336,1,2019.05.31 11:13,결말 원작에서 바꾼거 좀 어색해요
25337,1,2019.08.19 21:57,조온나 노잼이고 유치함.  유치원생이나 초딩이 좋아할 내용임. 뮤지컿이라 더 집중안됨.
25338,1,2019.06.22 14:45,뻔한내용  시시함  많이  시시함
25339,1,2019.06.21 16:40,CG는 화려했지만 내용이나 전개는 좀 억지스럽다. 개인적으로 6~7점 주고싶다. 다만 평점이 과대평가돼있어서 1점 박는다.
25340,7,2019.05.24 15:54,잘나가다 중간에 억지페미 땜에 몰입깨짐
25341,1,2019.08.12 10:29,이게 잼있냐 진심??  정말 이해가안가네 영화취향... 간만에 영화 보다가 꺼버림..
25342,1,2019.08.09 01:45,재미는 잘 모르겠고 그냥 디즈니영화 뜬금없는 노래와 갑작스러운 전개때문에 인도영화 느낌나서 몰입은 안되었었음ㅜㅠ 되게 기대하고 봤었는데 의외로 노잼이라 실망했고 이전 디즈니 영화들 생각하고 보면 나처럼 실망할 사람들 많을것 같다.. 
25343,1,2019.07.02 18:17,애니에 나올만한 스토리를 실사로 만드니 못봐주겠다 보다가 나가고 싶은 영화는 처음
25344,1,2019.06.03 00:16,점최악 중의 최악이다... 치밀하게 설계된 원작을 넘지 못할 거면 그냥 그대로 따라가기라도 하던가.. 저게 엘사냐 재스민이냐? 디즈니의 PC 깡패질이 기어코 알라딘마저 쓰레기로 만들고 마는구나..  영화 제목이 재스민인데 알라딘으로 잘못 쓴거 아닌가? 
25345,1,2019.07.02 17:54,저만 재미없었나요?ㅠ하...강약없이 계속 소리 크고.. 색다름을 못느낌...지니도 너~~무 시끄럽ㅠㅠ
25346,1,2019.07.17 22:00,이게 평점 9.4 영화라고? ㅂㄷㅂㄷ
25347,6,2019.11.12 11:03,20대 후반 남성이다.이 영화는 존내 오글거린다.배우들이 노래를 부르는데 우욱...항마력 딸려서 중도하차~
25348,10,2019.10.11 20:50,초반은 지루했다. 지겨운 뮤지컬영화라고 생각했다. 하지만 동굴에 들어가 지니를 만나는 순간부터 영화에 빠져들기 시작했다. 다소 얼렁뚱땅 넘어가는 개연성 없는 전개에도 지니의 능청스러운 연기와 자스민의 너무 아름다운 ...
25349,8,2019.10.07 12:20,알라딘 만큼은 원작 만화가 추억보정도 있고 해서 더 감동적이었기에 아쉬움. 미녀와 야수 실사판을 너무 좋게 봐서 기대치가 높아졌더니 미녀와 야수보다는 별로여서 별4개. 윌스미스 아니었으면 별 3개였을 듯.
25350,7,2019.10.04 21:15,과한 pc주의에 갸우뚱하게됨단지 여자는 술탄 되는게 왜 안돼? 될거야의 당위성x식 전개.빵2개 훔치고 상인은 나몰라하는 모습에서 왕의 자질이 있는지 의문.
25351,2,2019.09.27 04:36,아 전개 진짜 ㅈ같다 깝깝해 OOO줄
25352,5,2019.09.21 18:16,"화려한 화면과 음악을 감상하기 위한, 평범한 디즈니 영화."
25353,8,2019.09.16 14:38,남주인공 캐스팅이 에러~~
25354,8,2019.09.14 14:10,"여주인공 넘 여쁜데, 남주는 그닥 ..."
25355,7,2019.08.23 01:07,애니판 강화판이 아니라  애니에서 승격만  한 작품
25356,6,2019.08.23 00:12,눈이 즐겁고 이타적인 주문이 감동적이었다
25357,7,2019.08.22 13:18,"좋은데 뭐 주위에서 하는 말처럼 두번 보러가고싶다, 엄청나다 정도는 아님 노래좋고 나라 특유의 분위기도 잘살린 연출. 스토리는 엄청 감동받을 만한 내용은 아닌듯 그래도 돈 아까울 정도는 아님"
25358,7,2019.08.21 00:18,음악과 배경 새로운 지니 볼거리는 많았으나.. 어릴적 감성의 알라딘은 없었댜.. 그냥 새로운 판다지 영화 라는 느낌만이..
25359,6,2019.08.13 01:39,기대했던것보단 그냥저냥... 스피치리스도 유튜브에 공식버전으로 올라온게 낫고... 걱정했던 윌스미스 지니는...지니 그자체인데? ㅋㅋㅋ 거기다 자스민의 미모는 참 ㅋㅋ
25360,6,2019.08.13 00:48,지니가 마지막에 찡끗 하면서 느낌 아니까 시전 하는거 빼면 좋은거 같다..
25361,7,2019.08.12 01:01,그렇게 재밋진않고 볼만하네요
25362,6,2019.08.11 11:31,아이들이 조금 무서워하고 집중력이 좀 떨어지더라구요~;;
25363,7,2019.08.10 16:39,만화영화보다는 살짝 아쉬운 점이 잇지만 그냥 생각없이 웃으며 본 영화
25364,8,2019.08.10 13:40,"멋진  영화, 원전에 충실해도 좋았는데 아쉬움"
25365,7,2019.08.10 00:55,히트 했던 뻔한 이야기의 애니메이션을 실사 영화로도 뻔하게 잘 만들어 내었다. 나쁘지 않다. 애니와는 다른 감흥이 있다. 뻔하디 뻔한 권선징악과 해피엔딩이라 유치하다 치부하기 전에 좀 더 퓨어한 눈과 마음으로 바라보면 괜찮은 재미와 감동을 느낄수 있다 
25366,8,2019.08.08 19:40,"알라딘은 몬가 어색하고, 자스민 이쁘고, 윌스미스 스웩 쩌내"
25367,10,2019.08.08 18:58,초반엔 약간 지루하지만 그래도 아이와함께 재미있게 장 봤어요~ ost가 좋네요
