연번,업종명,업소명,소     재     지,전화번호
800,일반음식점,길성이백숙현도점, 청주시 서원구 현도면 청남로 190, 043- 269-5624
801,일반음식점,다사랑, 청주시 서원구 남이면 척산화당로 78, 043- 269-5781
802,일반음식점,월드치킨호프, 청주시 서원구 현도면 죽전1길 71, 043- 269-5949
803,일반음식점,하나노인병원장례식장식당, 청주시 서원구 대림로 431 (죽림동  하나노인전문병원 병원동(1 2 3 4층)), 043- 270-8400
804,일반음식점,대박전집, 청주시 서원구 호국로 104 (사직동 (1층)), 043- 271-0123
805,일반음식점,제천 보리밥, 청주시 서원구 창신로26번길 57-8 (사창동 (1층)), 043- 271-0297
806,일반음식점,운천골생고기, 청주시 서원구 사북로 96  1층 (사직동), 043- 271-0592
807,일반음식점,박태규의 철통닭갈비 본점, 청주시 서원구 호국로3번길 6  1층 (모충동  B동), 043- 271-1663
808,일반음식점,오두막, 청주시 서원구 예체로1번길 25 (개신동  우정@상가 102호), 043- 271-1903
809,일반음식점,고당참숯소갈비살전문점, 청주시 서원구 모충로 105  1층 (모충동), 043- 271-2211
810,일반음식점,송학갈비촌 , 청주시 서원구 1순환로674번길 38 (사창동), 043- 271-5045
811,일반음식점,착한치킨 사직동, 청주시 서원구 충렬로 74 (사직동 ( 1층 5호  8호)), 043- 271-5292
812,일반음식점,괴산식당, 청주시 서원구 호국로 151 (사직동), 043- 271-5525
813,일반음식점,한우리식당, 청주시 서원구 충렬로 50 (사직동 (1층)), 043- 271-6803
814,일반음식점,작은백로, 청주시 서원구 호국로82번길 4 (사직동 (1층)), 043- 271-8888
815,일반음식점,김밥천국, 청주시 서원구 호국로 58  1층 (사직동), 043- 271-9990
816,일반음식점,사일공, 청주시 서원구 내수동로108번길 18  2 3층 (사창동), 043- 272-0410
817,일반음식점,고향분식 , 청주시 서원구 사운로 100 (사직동), 043- 272-0565
818,일반음식점,스시아마이, 청주시 서원구 사직대로112번길 6  1층 (사창동), 043- 272-1922
819,일반음식점,산남식당, 청주시 서원구 구룡산로 317  1층 101 102호 (수곡동), 043- 272-1970
820,일반음식점,봉달이해물칼국수, 청주시 서원구 안뜸로54번길 23 (분평동), 043- 272-2028
821,일반음식점,국수나무, 청주시 서원구 사직대로 115  1층 (사창동  103호), 043- 272-2752
822,일반음식점,공주찌게마을, 청주시 서원구 구룡산로375번길 104 (모충동), 043- 272-3088
823,일반음식점,한솥, 청주시 서원구 1순환로674번길 62  1층 (사창동), 043- 272-3383
824,일반음식점,골목분식, 청주시 서원구 사직대로301번길 23 (사직동), 043- 272-3633
825,일반음식점,돌담식당 , 청주시 서원구 모충로96번길 15 (모충동), 043- 272-4149
826,일반음식점,꿀꿀이순대분식, 청주시 서원구 사직대로164번길 30 (사창동), 043- 272-5397
827,일반음식점,지코바숯불양념치킨분평점, 청주시 서원구 수영로 13-1  1층 (수곡동), 043- 272-5595
828,일반음식점,친구야, 청주시 서원구 모충로96번길 5-1 (모충동), 043- 272-5907
829,일반음식점,실내포장마차, 청주시 서원구 호국로38번길 3  1층 (사직동), 043- 272-6081
830,일반음식점,양지뜰, 청주시 서원구 쌍샘로 102 (모충동 B동 1층), 043- 272-7641
831,일반음식점,빛내리, 청주시 서원구 내수동로 145  A동 1층 (사창동), 043- 272-7745
832,일반음식점,지노, 청주시 서원구 내수동로108번길 15 (사창동 (2층)), 043- 272-7773
833,일반음식점,술술포차, 청주시 서원구 모충로 59  1층 104호 (모충동  주공2단지 상가), 043- 272-7779
834,일반음식점,실내포장마차 , 청주시 서원구 청남로2097번길 10 (수곡동 (1층)), 043- 272-8568
835,일반음식점,엉터리치킨호프 , 청주시 서원구 모충로124번길 53  상가동 101호 (모충동  두산한솔아파트), 043- 272-9118
836,일반음식점,청주빈대떡개신점, 청주시 서원구 장구봉로 128 (개신동 (1층)), 043- 272-9631
837,일반음식점,간이역 모충점, 청주시 서원구 모충로 104  1층 (모충동), 043- 272-9792
838,일반음식점,루 & 각, 청주시 서원구 1순환로672번길 54  지하1층 (사창동), 043- 273-0838
839,일반음식점,김밥천국, 청주시 서원구 예체로29번길 3 (사직동 6공구 상가(1층)), 043- 273-1008
840,일반음식점,척산면사무소국수, 청주시 서원구 남이면 척산2길 2  1층, 043- 273-1101
841,일반음식점,그집에가면, 청주시 서원구 장구봉로 132  1층 (개신동), 043- 273-1117
842,일반음식점,피그테일, 청주시 서원구 내수동로 175  1층 (사창동), 043- 273-1253
843,일반음식점,석호네 닭발, 청주시 서원구 예체로67번길 79  1층 101호 (사창동), 043- 273-2223
844,일반음식점,OB게이트호프레스토랑 , 청주시 서원구 청남로2005번길 54  지하1층 (분평동), 043- 273-2320
845,일반음식점,고향순대, 청주시 서원구 내수동로 191 (사창동), 043- 273-2549
846,일반음식점,동경식탁, 청주시 서원구 1순환로672번길 34  1층  2층 (사창동), 043- 273-2703
847,일반음식점,평화정육점식당, 청주시 서원구 사직대로185번길 10 (사창동), 043- 273-3059
848,일반음식점,디딤돌 한식뷔페, 청주시 서원구 남이면 청남로 883  1층, 043- 273-3300
849,일반음식점,명가, 청주시 서원구 사직대로 280-1 (사직동), 043- 273-4585
850,일반음식점,중문탕수육, 청주시 서원구 1순환로674번길 72 (사창동 (지하1층)), 043- 273-5797
851,일반음식점,辛(신) 후다닭발, 청주시 서원구 두꺼비로70번길 93  1층 (산남동), 043- 273-5959
852,일반음식점,본죽모충점, 청주시 서원구 1순환로 771  1층 (개신동), 043- 273-6288
853,일반음식점,육회관, 청주시 서원구 내수동로108번길 16  1층 (사창동), 043- 273-7442
854,일반음식점,민속주막태, 청주시 서원구 내수동로108번길 27 (사창동 지하1층), 043- 273-8488
855,일반음식점,밥맛떡방, 청주시 서원구 모충동 241번지 1호  , 043- 273-8668
856,일반음식점,폼프리츠(Pomme frites), 청주시 서원구 1순환로674번길 56 (사창동 (1층)), 043- 273-9001
857,일반음식점,파닭파닭, 청주시 서원구 매봉로76번길 36 (수곡동), 043- 273-9222
858,일반음식점,청춘반점, 청주시 서원구 1순환로674번길 38 (사창동), 043- 273-9254
859,일반음식점,Burrito in(부리또 인)충북대점, 청주시 서원구 1순환로674번길 38 (사창동), 043- 273-9995
860,일반음식점,장바우, 청주시 서원구 내수동로114번길 57 (사창동 (1층)), 043- 274-0002
861,일반음식점,홍콩반점0410 충북대중문점, 청주시 서원구 내수동로114번길 8  1층 (사창동), 043- 274-0410
862,일반음식점,미스왕족발보쌈, 청주시 서원구 예체로 55 (사직동 푸르지오캐슬 상가동 202호), 043- 274-1183
863,일반음식점,김아저씨돈까스 , 청주시 서원구 호국로9번길 6 (모충동), 043- 274-1343
864,일반음식점,룸메이트, 청주시 서원구 1순환로674번길 24  2층 (사창동), 043- 274-1618
865,일반음식점,한끼, 청주시 서원구 1순환로680번길 23 (사창동 (1층)), 043- 274-2457
866,일반음식점,꾼, 청주시 서원구 내수동로108번길 33  1층 지하1층 (사창동), 043- 274-3143
867,일반음식점,배낭골식당, 청주시 서원구 사직대로176번길 16 (사창동 (1층)), 043- 274-3223
868,일반음식점,백산삼계탕, 청주시 서원구 무심서로 495 (사직동), 043- 274-3394
869,일반음식점,맥시칸양념통닭사직점, 청주시 서원구 호국로 76 (사직동), 043- 274-3824
870,일반음식점,백송식당, 청주시 서원구 사직동 124번지 1호 (1층) , 043- 274-4643
871,일반음식점,간이역, 청주시 서원구 호국로 84 (사직동), 043- 274-5238
872,일반음식점,허드슨레스토랑, 청주시 서원구 사직대로 120 (사창동 (지하1층)), 043- 274-5757
873,일반음식점,나성원, 청주시 서원구 모충로 153 (사직동 (1층)), 043- 274-5951
874,일반음식점,괴산식당, 청주시 서원구 수곡동 201번지 22호  , 043- 274-6045
875,일반음식점,화라락양꼬치, 청주시 서원구 산남로70번길 17  2층 202호 (산남동), 043- 274-6177
876,일반음식점,가마솥뼈다귀해장국감자탕, 청주시 서원구 사운로 83  1층 (사직동  나), 043- 274-6238
877,일반음식점,79대포 청주 충북대점, 청주시 서원구 1순환로672번길 41 (사창동), 043- 274-7732
878,일반음식점,대박 치맥 포차, 청주시 서원구 모충로96번길 5-1 (모충동 (1층)), 043- 274-7889
879,일반음식점,황가네솥뚜껑불고기, 청주시 서원구 창직로 96 (사직동), 043- 274-8479
880,일반음식점,한조각, 청주시 서원구 내수동로108번길 43  1층 (사창동), 043- 274-8616
881,일반음식점,바닐라, 청주시 서원구 호국로 14 (모충동), 043- 274-8985
882,일반음식점,쌍학골식당, 청주시 서원구 사직대로 279-9  1층 (사직동), 043- 274-9266
883,일반음식점,진양식당, 청주시 서원구 청남로2147번길 15 (모충동), 043- 275-0125
884,일반음식점,하루방호프, 청주시 서원구 서원남로 3-1 (모충동), 043- 275-0973
885,일반음식점,진천집아리랑, 청주시 서원구 1순환로672번길 30  지하1층 (사창동), 043- 275-2802
886,일반음식점,가자회포차, 청주시 서원구 수곡로 112-1  1층 (수곡동), 043- 275-3036
887,일반음식점,청주시계탑 계란말이김밥, 청주시 서원구 사직대로 187  1층 (사창동), 043- 275-3128
888,일반음식점,양삼탕, 청주시 서원구 사북로48번길 14 (사직동), 043- 275-3280
889,일반음식점,청풍명월 한우자율식당, 청주시 서원구 월평로 3  2층 (분평동), 043- 275-3535
890,일반음식점,김밥마을, 청주시 서원구 사직대로 151-1 (사창동), 043- 275-3905
891,일반음식점,우쿠한뼘불고기, 청주시 서원구 1순환로694번길 12  1층 (사창동), 043- 275-7225
892,일반음식점,모아만두, 청주시 서원구 창신로32번길 1 (사창동 (1층)), 043- 275-7309
893,일반음식점,행복한만두, 청주시 서원구 모충로 98-1 (모충동), 043- 275-7566
894,일반음식점,칭기스칸, 청주시 서원구 내수동로108번길 19 (사창동 (4층)), 043- 275-7888
895,일반음식점,사막의하얀꽃, 청주시 서원구 내수동로108번길 19 (사창동 (2층)), 043- 275-9334
896,일반음식점,한마음정육식당, 청주시 서원구 1순환로674번길 24  1층 (사창동), 043- 275-9492
897,일반음식점,임마누엘분식 , 청주시 서원구 구룡산로337번길 126-1 (모충동 (1층)), 043- 275-9986
898,일반음식점,가야도시락, 청주시 서원구 내수동로 191-1  C동 1층 (사창동  2013.03.21지번변경(토지합병)및C동 명칭부여), 043- 276-0275
899,일반음식점,똘똘이분식, 청주시 서원구 수영로 50 (수곡동), 043- 276-1850
900,일반음식점,자매보리밥, 청주시 서원구 신율로 68 (개신동 (1층)), 043- 276-2247
901,일반음식점,투다리, 청주시 서원구 창직로 19-1 (사창동), 043- 276-3635
902,일반음식점,발렌타인, 청주시 서원구 청남로 2091-1 (수곡동), 043- 276-3803
903,일반음식점,성미식당, 청주시 서원구 사직대로201번길 22 (사직동), 043- 276-5533
904,일반음식점,토배기, 청주시 서원구 창신로21번길 1 (사창동 (1층)), 043- 276-5665
905,일반음식점,청춘상회, 청주시 서원구 1순환로672번길 48  1층 (사창동), 043- 276-6686
906,일반음식점,정가네손칼국수, 청주시 서원구 호국로 14-2 (모충동 (1층)), 043- 276-7127
907,일반음식점,대박푸드, 청주시 서원구 수곡로 74  한마음1차아파트 상가2동 1층 109호 (수곡동), 043- 276-7343
908,일반음식점,소풍, 청주시 서원구 남이면 남석로 39-13  2층, 043- 276-7754
909,일반음식점,대박촌식당, 청주시 서원구 내수동로 184  A동 2층 (사창동  토지합병으로 지번변경(2013.08.29)), 043- 276-8846
910,일반음식점,누나홀닭(누구나홀딱반한닭)충북대점, 청주시 서원구 1순환로672번길 26  1 2층 (사창동), 043- 276-9292
911,일반음식점,옛날왕만두, 청주시 서원구 창신로31번길 8 (사창동 (1층)), 043- 276-9297
912,일반음식점,해피투게더, 청주시 서원구 구룡산로371번길 6 (수곡동 (지하1층)), 043- 276-9305
913,일반음식점,오빠가작업한소, 청주시 서원구 산남로24번길 17-3 (산남동  (1층)), 043- 276-9500
914,일반음식점,돈가촌국밥뽕잎순대, 청주시 서원구 남이면 연청로 1379  1층, 043- 276-9966
915,일반음식점,청주본가청원점, 청주시 서원구 남이면 청남로 889  1층  2층, 043- 277-0613
916,일반음식점,신가네칼국수, 청주시 서원구 1순환로648번길 38 (사창동 (1층)), 043- 277-1077
917,일반음식점,의정부부대찌개, 청주시 서원구 내수동로 166 (사창동 외 1필지 (1층)), 043- 277-6030
918,일반음식점,허브의성, 청주시 서원구 남이면 부용외천길 18 (3층  중3층  옥탑층), 043- 277-6633
919,일반음식점,옥돌사시미, 청주시 서원구 장구봉로138번길 4 (개신동 (1층)), 043- 277-6987
920,일반음식점,전설의불닭, 청주시 서원구 1순환로694번길 11  1층 (사창동), 043- 277-9233
921,일반음식점,범벅골, 청주시 서원구 내수동로 97 (사창동 (지하1층)), 043- 278-0100
922,일반음식점,상하이, 청주시 서원구 천수로 14-7  1층 (사창동), 043- 278-1100
923,일반음식점,청주의료원영안실식당, 청주시 서원구 흥덕로 48 (사직동 U동(1층 지하1층 지하2층)), 043- 279-2300
924,일반음식점,피앙새, 청주시 서원구 수곡로5번길 26-20 (수곡동), 043- 283-0097
925,일반음식점,청원골검정콩두부 보쌈 수제비(산남점), 청주시 서원구 원흥로64번길 1 (산남동 (1층)), 043- 283-0198
926,일반음식점,CoCo(코코), 청주시 서원구 두꺼비로94번길 72-17  1층 (산남동), 043- 283-0402
927,일반음식점,닭스치킨호프, 청주시 서원구 1순환로1063번길 111-2 (분평동 1동(1층)), 043- 283-1173
928,일반음식점,한상가득, 청주시 서원구 산남로62번길 25  남양빌딩 2층 (산남동), 043- 283-1278
